Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen_x,Playcount_LastFM_x,Listeners_LastFM_x,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Un Nuevo Día (Spanish Pop),2010,66FspLrTehjSUsJCqaqnbk,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
Michael Marc,Latin (Origen: spanish pop),Canción,Unforgettable (Nat King Cole Cover),2010,0HTJt1nw8jw29zZag3gpk0,7r9xDXjAuK3mDY6GzZhZ3j,Popular Romantic Hits on Spanish Acoustic Guitar,2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Michael Marc,Latin (Origen: spanish pop),Canción,Wave (Antonio Carlos Jobim - Instrumental),2010,2D3JOzCb8y9lcBlegRNaSW,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Adios Al Ayer (Spanish Pop),2010,5sEpHlgY1pRfreGbg7TGMc,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
Michael Marc,Latin (Origen: spanish pop),Canción,Entre Dos Luces (Spanish Guitar Improvisation),2010,2TQTeLaYvv4kMqAPogTY4l,7r9xDXjAuK3mDY6GzZhZ3j,Popular Romantic Hits on Spanish Acoustic Guitar,2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Los Angeles,Latin (Origen: spanish pop),Canción,Evolución,2010,1IiHcScDSvTPWw1JTnATCl,75vcvfORa4otql73VM8txK,Spanish Pop Story (Vol. 9),2010,Los Angeles,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124460,11778,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124524,11790
Michael Marc,Latin (Origen: spanish pop),Canción,Layla (Eric Clapton - Instrumental Unplugged),2010,4eCqpSgzfKuvZpQHCXlDFl,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Madonna,Latin (Origen: spanish pop),Canción,Spanish Lesson - Live,2010,2zM8s3HAYboGE6saIgdVja,1uiHQYyeEZ9rhKwyw4lc9b,Sticky & Sweet Tour,2010,Madonna,"Madonna Louise Veronica Ciccone (born August 16, 1958 in Bay City, Michigan) is an American singer, songwriter and actress. She is considered one of the most influential figures in popular culture and has often been referred to as the ""Queen of Pop"". Madonna is noted for her continual reinvention and versatility in music production, songwriting and visual presentation. She is also known for pushing the boundaries of artistic expression in mainstream music, while maintaining control over every aspect of her career. <a href=""https://www.last.fm/music/Madonna"">Read more on Last.fm</a>",345648738,5404595,"Madonna Louise Veronica Ciccone (born August 16, 1958 in Bay City, Michigan) is an American singer, songwriter and actress. She is considered one of the most influential figures in popular culture and has often been referred to as the ""Queen of Pop"". Madonna is noted for her continual reinvention and versatility in music production, songwriting and visual presentation. She is also known for pushing the boundaries of artistic expression in mainstream music, while maintaining control over every aspect of her career. <a href=""https://www.last.fm/music/Madonna"">Read more on Last.fm</a>",346042751,5409793
Michael Marc,Latin (Origen: spanish pop),Canción,Tears in Heaven (Eric Clapton - Instrumental),2010,1x2jMVLFjJGXILzK3dQ0KR,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Solo Tú (Spanish Pop),2010,1ZWUrYMNoHFJ0fKblWWPCd,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
Michael Marc,Latin (Origen: spanish pop),Canción,Ain't No Sunshine (Bill Withers - Instrumental),2010,4RKV0BB01f8Uzpp8D1lGac,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Ya No Me Quieres (Spanish Pop),2010,6ekcIZLKglKYHtJHF58cuM,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
Michael Marc,Latin (Origen: spanish pop),Canción,Knockin' On Heaven's Door (Bob Dylan / Guns n Roses - Instrumental),2010,3lXRYfANlyQAEkPhTKWcgQ,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Michael Marc,Latin (Origen: spanish pop),Canción,Ondas De La Vida (Original Guitar Music),2010,2VgmYy8NJ0u0FojhGxaRSE,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Michael Marc,Latin (Origen: spanish pop),Canción,Your Song (Elton John - Instrumental),2010,5qAgK8C30YzR46Fgos2ale,0TfmOq6SalVkpHy1HVizCd,"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",2010,Michael Marc," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112829,19037," <a href=""https://www.last.fm/music/Michael+Marc"">Read more on Last.fm</a>",112858,19044
Los Angeles,Latin (Origen: spanish pop),Canción,Momentos,2010,75fzqgCEdgv4RekYIUvKLO,75vcvfORa4otql73VM8txK,Spanish Pop Story (Vol. 9),2010,Los Angeles,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124460,11778,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124524,11790
Reik,Latin (Origen: spanish pop),Canción,Noviembre Sin Ti,2010,1HGoJsL1fukNvcGodMa65K,1QOVPH6w0xGNyZF2KPIzEd,Lo Esencial de Amor del Bueno,2010,Various Artists,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",13664198,600486,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",13692941,601243
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Las Tres de La Noche (Spanish Pop),2010,7jAYjhaLg1j9t7Ne9tpboj,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
The Brisks,Latin (Origen: spanish pop),Canción,Pepe Será Papá,2010,30BsmKKRY6ekVs9Ihcj0Z1,53w3lbk9OTgg3utRGdRntL,Spanish Pop Story (Vol. 11),2010,The Brisks," <a href=""https://www.last.fm/music/The+Brisks"">Read more on Last.fm</a>",3154,895," <a href=""https://www.last.fm/music/The+Brisks"">Read more on Last.fm</a>",3155,896
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Todo Tiene Su Fin (Spanish Pop),2010,4R5w4foRFxiyt9xRsNmSZI,34FRjQgzXPIYpO0XmagPX0,Módulos & Los Iberos 30 Años Después,2010,Módulos & Los Iberos," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334," <a href=""https://www.last.fm/music/M%C3%B3dulos+&+Los+Iberos"">Read more on Last.fm</a>",1432,334
Los Angeles,Latin (Origen: spanish pop),Canción,98.6,2010,0wrpTphF6w9SJ2WpHQufsD,75vcvfORa4otql73VM8txK,Spanish Pop Story (Vol. 9),2010,Los Angeles,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124460,11778,"LOS ANGELES presents the shining talents of Michele Luppi: an Italian amazing singer who cut his teeth at the VIT Los Angeles, with Robin Randall (co-writer of hits for FM, Mark Free, James Christian etc) as one of his musical coaches.

Upon his return to Italy, he gathered considerable experience having the opportunity to sing alongside some of the most important national and international artists, including: Maurizio Solieri, Andrea Braido, Umberto Tozzi, Glenn Hughes and Ian Paice of Deep Purple. <a href=""https://www.last.fm/music/LOS+ANGELES"">Read more on Last.fm</a>",124524,11790
The Brisks,Latin (Origen: spanish pop),Canción,"María Cristina ""Con la Droga No""",2010,04OuuWjWyydxGM0BRD8Sbp,53w3lbk9OTgg3utRGdRntL,Spanish Pop Story (Vol. 11),2010,The Brisks," <a href=""https://www.last.fm/music/The+Brisks"">Read more on Last.fm</a>",3154,895," <a href=""https://www.last.fm/music/The+Brisks"">Read more on Last.fm</a>",3155,896
Miss Caffeina,Latin (Origen: spanish pop),Canción,N=1,2010,3hF4gQLaQCw3kVGqXE1GLS,4jrxwE2NqPv9FmFJylPeH5,Imposibilidad del fenómeno,2010,Miss Caffeina,"Miss Caffeina is an indie pop/rock group from Spain, formed in Madrid in 2006. The band's current lineup features Alberto Jiménez (vocals), Sergio Sonal (guitar), Antonio Poza (bass), and Álvaro Navarro (keyboards).
The band initially gained recognition with a series of EPs, including Destrucción Creativa (2007), En Marte y Carrusel (2008), and Magnética (2009). Their debut full-length album, Imposibilidad del fenómeno, was released in 2010. <a href=""https://www.last.fm/music/Miss+Caffeina"">Read more on Last.fm</a>",1947455,64170,"Miss Caffeina is an indie pop/rock group from Spain, formed in Madrid in 2006. The band's current lineup features Alberto Jiménez (vocals), Sergio Sonal (guitar), Antonio Poza (bass), and Álvaro Navarro (keyboards).
The band initially gained recognition with a series of EPs, including Destrucción Creativa (2007), En Marte y Carrusel (2008), and Magnética (2009). Their debut full-length album, Imposibilidad del fenómeno, was released in 2010. <a href=""https://www.last.fm/music/Miss+Caffeina"">Read more on Last.fm</a>",1948667,64200
Maga,Latin (Origen: spanish pop),Canción,Sal y Otras Historias,2010,1FTTdwQbPW0LzirXGedGm4,3PbUrZ3EFTzP011u6n8q4A,A la Hora del Sol,2010,Maga,"There are two Maga´s.

A Spanish band from Sevilla (Spain) with David García (drums), Javier Vega (bass) & Miguel Rivera (vocals, lyrics, keyboard and guitar)
 They took the name of Maga from a character of Julio Cortázar's book ""Rayuela"". 
 Their 1st EP (Bidimensional) was one of the best EP's in Spain as said spanish music magazines as Muzikalia or Rockdelux. In 2002 they release Their first album  Maga (The white one). In 2004, they record their second album  Maga (the black one), and in 2006 the third, named Maga too (red) . <a href=""https://www.last.fm/music/Maga"">Read more on Last.fm</a>",1358033,92979,"There are two Maga´s.

A Spanish band from Sevilla (Spain) with David García (drums), Javier Vega (bass) & Miguel Rivera (vocals, lyrics, keyboard and guitar)
 They took the name of Maga from a character of Julio Cortázar's book ""Rayuela"". 
 Their 1st EP (Bidimensional) was one of the best EP's in Spain as said spanish music magazines as Muzikalia or Rockdelux. In 2002 they release Their first album  Maga (The white one). In 2004, they record their second album  Maga (the black one), and in 2006 the third, named Maga too (red) . <a href=""https://www.last.fm/music/Maga"">Read more on Last.fm</a>",1358284,93010
