Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Biografia_Resumen_x,Listeners_LastFM_x,Playcount_LastFM_x,Artistas_Similares,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,1fbpC5URXKaqJbOvqGoTxl,0XIZAYt4KOs7BXeDzTXEzl,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be,2024,4YzWbApUtbeuXN1pwffG10,72RMLWbhHKST93ytc92Lys,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,1yXjn6p78QgNOfzoYSLbCJ,33PqghN6IyqZ0bwXG56fon,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,32tZKsewgjyWg3WGc5KYKc,4CV5iMxzIfbRVpcQJ8BTsf,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funky),Canción,Rather Be (feat. Jess Glynne),2024,3Ak460AwXJF9VumVw6Ru0f,4lAup7OmIkuWMB1DUV1LmH,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,5tqWS7Rp8bN0nnyFx4RypR,1cc9AANU0mYOX21cZf2c4o,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,0FmS2lDcC7iWctvbsoBBbQ,3MmxCO1ZCDXPLHY82B3N7Y,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,5ZNAF85lF6i98Wb1q5662m,3uG9iGWAuk4FKzP7nErKE4,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,33MCZkp7Fc3vOuJdloRIxa,1cq7ZdlilcHvCKMRMf6krS,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,3BiP7J1GR99k14Pf68tcva,21gJKblpk6w44s2aq7Jcjs,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,6iwikblPTu3PlvpZiUh8rQ,3uqiTIORdB9vtQd4nCzVnc,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,3jvIi6pvPguUI6Ch61xekq,5hbIPPQUvgmz15Sis1IVkF,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,699UTLmgLopupRsea3sDth,6KHXHPWWcRLZVEyEv8XABi,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,7GUeMrqdLyLumcsy42gWpw,0npb5fhSgYfj1kTOvBwR3H,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,4Zhe2PpHpdB4BFW5NtfmPr,11b0b0T8zyqLW4YaUyYqzJ,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,6XdFSrP4JPmxJsVJcBOz6I,6KsXi1RSp2kbvE5y2Ub1If,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funky),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,1fPfHF0aVBNWD2GHP5bsi7,0TnxK8rbdWrd2g8G4AW5zf,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Jane's Addiction,funk (Origen: p-funk),Canción,Mountain Song,2024,1V6O4qIUsPwN7OVfl5Cj5L,6NaGY1Yfm8pZ5PoingJSVg,"Jane's Addiction is an American alternative rock band from Los Angeles, formed in 1985. The band consists of vocalist Perry Farrell, guitarist Dave Navarro, drummer Stephen Perkins and bassist Eric Avery.

Founded by Farrell and original bass guitarist Eric Avery, following the disintegration of Farrell's previous band Psi Com, Jane's Addiction was one of the first bands from the early 1990s alternative rock movement to gain both mainstream media attention and commercial success in the United States.",1396356,20259991,"Porno for Pyros, Mother Love Bone, Blind Melon, Stone Temple Pilots, Soundgarden",,,
War,funk (Origen: p-funk),Canción,Low Rider,2024,0S2DA7mgXzi8sRrSn94Q70,1x120O1v4WiD3UkmhMBqbn,"There are at least ten artists with this name: 

1. WAR were a popular funk group of the '70s. They mixed soul, jazz, blues, reggae, Latin and rock influences in their music.  They had a very recognizable sound, due to their mix of harmonica, horns, guitar, bass, percussion, and vocals. WAR was initially formed in 1969 from a band called Nightshift to jam while Eric Burdon free-associated lyrics.  They released two albums under Burdon's name, the first of which contained the hit Spill the Wine.",1011886,8330641,"Eric Burdon & WAR, Ohio Players, Average White Band, Parliament, Funkadelic",,,
