Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Linkin Park,Reggaeton (Origen: Rock Alternativo),Canción,Faint,2024,4mLAIOcSJ5T00zfeGwfDBW,3ryjrPkuq2EJFuuUbK5prH,1,"Linkin Park is an American alternative rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",699855678,6737591
Paramore,Reggaeton (Origen: Rock Alternativo),Canción,Running Out of Time,2024,7AEsJkIKUzV4PrKQryGIQx,3ryjrPkuq2EJFuuUbK5prH,0,"Paramore is a rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT!, Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>",550287702,5434450
Andres Luetto,Reggaeton (Origen: Rock Alternativo),Canción,Komandante de los rotos,2024,0eGl4tNn5payKhxzY1B8eN,1ytWxc92eiAqt6pEA0wO0C,18," <a href=""https://www.last.fm/music/Andres+Luetto"">Read more on Last.fm</a>",521,320
Blur,Reggaeton (Origen: Rock Alternativo),Canción,Go Out,2024,3EPC4r35fTiRansaLm6VJo,3ryjrPkuq2EJFuuUbK5prH,0,"Blur is an English rock band formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. Their debut album, ""Leisure"" (1991), incorporated elements of Madchester and shoegaze. Following a stylistic change influenced by British guitar pop groups such as the Kinks, the Beatles, and XTC, Blur released ""Modern Life Is Rubbish"" (1993), ""Parklife"" (1994), and ""The Great Escape"" (1995). <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>",188319328,4655782
Matt Maeson,Reggaeton (Origen: Rock Alternativo),Canción,Get Happy,2024,4yJtAWhPr1kOpWShTeoA5y,3ryjrPkuq2EJFuuUbK5prH,0,"Matt Maeson is an American singer-songwriter from Chesapeake Bay, Virginia. Learning drums and guitar at a young age and eventually touring as part of his father's prison ministry. Melding bluesy indie folk and modern production, he began posting tracks on SoundCloud and eventually caught the ear of Atlantic affiliate Neon Gold Records, which signed him in 2016. Maeson embarked on his first headlining tour that summer, which was presented by Communion, the music organization founded by Mumford & Sons' Ben Lovett. <a href=""https://www.last.fm/music/Matt+Maeson"">Read more on Last.fm</a>",13324716,611144
Babasonicos,Reggaeton (Origen: Rock Alternativo),Canción,Nosotros,2024,0hv42FpUwBjSNRssbJOZ7V,5oK6nFMid0e2QFRbeXgUEL,23,"Babasónicos' name is based on a tribute to Hindu prophet Baba combined with the name of a popular cartoon from the '70s. Singer Adrián Rodríguez, keyboardist Uma-T, guitarist Mariano Roger Sónico, bassist Gabo, percussionist Diego Uma, and drummer Diego Castellano recorded Pasto in 1992. That album included their hit song called ""De-generación."" As the popularity of this Latin rock group was growing, chances to play along with major bands came soon. <a href=""https://www.last.fm/music/+noredirect/Babasonicos"">Read more on Last.fm</a>",9167954,171128
Portugal. The Man,Reggaeton (Origen: Rock Alternativo),Canción,Dummy,2024,6OPVm7DQbXfe0pcOZjnUA0,3ryjrPkuq2EJFuuUbK5prH,0,"Portugal. The Man is an experimental indie rock  band from Wasilla, Alaska (formed in 2004), but currenly based in Portland, Oregon, USA. The band's line-up currently consists of singer/guitarist John Gourley and bassist Zach Carothers (both formerly of Anatomy Of A Ghost), Gourley's wife Zoe Manville (backup vocals/percussion), guitarist Eric Howk, drummer Jason Sechrist, and keyboardist Kyle O'Quin (formerly of Gatsby's American Dream). The band has released nine studio albums (the latest being 2023's ""Chris Black Changed My Life"") <a href=""https://www.last.fm/music/Portugal.+The+Man"">Read more on Last.fm</a>",60683636,1959731
Linkin Park,Reggaeton (Origen: Rock Alternativo),Canción,What I’ve Done,2024,0llbNCqVs2poKkZNubdoQC,3ryjrPkuq2EJFuuUbK5prH,0,"Linkin Park is an American alternative rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>",699855678,6737591
Red Hot Chili Peppers,Reggaeton (Origen: Rock Alternativo),Canción,Can’t Stop,2024,4KyeoLLtQ7D5SCFuG5wlVU,3ryjrPkuq2EJFuuUbK5prH,0,"The Red Hot Chili Peppers is an American rock band formed in Los Angeles in 1982, consisting of Anthony Kiedis (vocals), Flea (bass), John Frusciante (guitar), and Chad Smith (drums). Their music blends elements of alternative rock, funk, punk rock, hard rock, hip hop, and psychedelic rock, and they have influenced genres such as funk metal, rap metal, rap rock, and nu metal. With over 120 million records sold worldwide, the Red Hot Chili Peppers are among the best-selling bands in history. <a href=""https://www.last.fm/music/Red+Hot+Chili+Peppers"">Read more on Last.fm</a>",541190118,7077673
Red Hot Chili Peppers,Reggaeton (Origen: Rock Alternativo),Canción,Dark Necessities,2024,0kLOFZz2rYxcXJG1YmM4sQ,3ryjrPkuq2EJFuuUbK5prH,1,"The Red Hot Chili Peppers is an American rock band formed in Los Angeles in 1982, consisting of Anthony Kiedis (vocals), Flea (bass), John Frusciante (guitar), and Chad Smith (drums). Their music blends elements of alternative rock, funk, punk rock, hard rock, hip hop, and psychedelic rock, and they have influenced genres such as funk metal, rap metal, rap rock, and nu metal. With over 120 million records sold worldwide, the Red Hot Chili Peppers are among the best-selling bands in history. <a href=""https://www.last.fm/music/Red+Hot+Chili+Peppers"">Read more on Last.fm</a>",541190118,7077673
Foals,Reggaeton (Origen: Rock Alternativo),Canción,2am,2024,0tGzAiu3kRhg4UeJCDK9W1,3ryjrPkuq2EJFuuUbK5prH,0,"Foals are a rock band which formed in Oxford, England in 2005.  The band consists of Yannis Philippakis (vocals, guitar), Jimmy Smith (guitar), Walter Gervers (bass) and Jack Bevan (drums). The band has released seven albums: ""Antidotes"" (2008), ""Total Life Forever"" (2010), ""Holy Fire"" (2013), ""What Went Down"" (2015), ""Everything Not Saved Will Be Lost, Pt. 1"" (2019) , ""Everything Not Saved Will Be Lost, Pt. 2"" (2019), and ""Life is Yours"" (2022). In January 2018, it was announced that Walter Gervers (bass) was leaving the band. <a href=""https://www.last.fm/music/Foals"">Read more on Last.fm</a>",109686793,2103167
Croixx,Reggaeton (Origen: Rock Alternativo),Canción,Higher,2024,0yuzvOrva90wUBa74g1szv,0dfYyVTg2yNOi4cDrnxyuu,10," <a href=""https://www.last.fm/music/Croixx"">Read more on Last.fm</a>",185269,29671
Portugal. The Man,Reggaeton (Origen: Rock Alternativo),Canción,Summer of Luv (feat. Unknown Mortal Orchestra),2024,0LnGRdqJHCzAOZoSsxp1hw,3ryjrPkuq2EJFuuUbK5prH,0,"Portugal. The Man is an experimental indie rock  band from Wasilla, Alaska (formed in 2004), but currenly based in Portland, Oregon, USA. The band's line-up currently consists of singer/guitarist John Gourley and bassist Zach Carothers (both formerly of Anatomy Of A Ghost), Gourley's wife Zoe Manville (backup vocals/percussion), guitarist Eric Howk, drummer Jason Sechrist, and keyboardist Kyle O'Quin (formerly of Gatsby's American Dream). The band has released nine studio albums (the latest being 2023's ""Chris Black Changed My Life"") <a href=""https://www.last.fm/music/Portugal.+The+Man"">Read more on Last.fm</a>",60683636,1959731
Paramore,Reggaeton (Origen: Rock Alternativo),Canción,This Is Why,2024,7b5FWEJ7OnF9XluZe1hFhA,3ryjrPkuq2EJFuuUbK5prH,0,"Paramore is a rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT!, Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>",550287702,5434450
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,Parece Mentira,2024,5n9TdgPEINHuJKoT5RSAZA,5vopv2T6y3DPMlXBtNWt8y,29,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,La Derrota,2024,6ERvzvNhOAWZffyBROuvqN,5vopv2T6y3DPMlXBtNWt8y,29,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,Nadadoras,2024,251CRflRNa2DfnWQHkV253,5vopv2T6y3DPMlXBtNWt8y,30,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,"1, 2, 3, Big Bang",2024,3Tn3ZpVl91kgpN1LaOAM3v,5vopv2T6y3DPMlXBtNWt8y,32,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
Vetusta Morla,Reggaeton (Origen: Rock Alternativo),Canción,Cosas que Hacer un Domingo por la Tarde,2024,5MIp6wcdkcfUrlEPNMQaO4,5vopv2T6y3DPMlXBtNWt8y,30,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>",9681952,162788
PPM,Reggaeton (Origen: Rock Alternativo),Canción,Alternativo 2,2024,6YgURNzrmk3GVHqb9Y72JA,3AajDfTY7ulXzoU13KUQCK,0,"PPM (formerly Pork Pie Man) is a British bootlegger:

http://porkpieman.wordpress.com/category/music/ <a href=""https://www.last.fm/music/PPM"">Read more on Last.fm</a>",5910,1137
Cada Cual,Reggaeton (Origen: Rock Alternativo),Canción,Lugar alternativo,2024,2TnQ4ScC3sGAr0ZdI3ohNl,55rl3Z3TSiRvDcA83moTHF,1," <a href=""https://www.last.fm/music/Cada+Cual"">Read more on Last.fm</a>",354,34
Royal Blood,Reggaeton (Origen: Rock Alternativo),Canción,Trouble’s Coming,2024,1ePNTpNJkf0AkeZhqe8D9g,3ryjrPkuq2EJFuuUbK5prH,0,"There are several artists with this name:
---
1) Formed at the beginning of 2011, Royal Blood is a 2-piece band from Worthing, West Sussex, UK. Having known each other for years in different bands, Mike Kerr (Bassist/Vocalist) & Ben Thatcher (Drums) finally came together and went into the studio to record ‘Figure It Out’ – the first track that brought attention to the band. At the tail end of 2013, Royal Blood released ‘Out of The Black’, their debut single on Black Mammoth Records.  <a href=""https://www.last.fm/music/Royal+Blood"">Read more on Last.fm</a>",41466157,1040599
Fall Out Boy,Reggaeton (Origen: Rock Alternativo),Canción,We Didn’t Start the Fire,2024,0fkNqR89tvuDbZ9mJEzLfq,3ryjrPkuq2EJFuuUbK5prH,0,"Fall Out Boy is a pop punk band formed in 2001 in Wilmette, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>",400349097,4913347
Garrafa Social,Reggaeton (Origen: Rock Alternativo),Canción,Ensayo alternativo,2024,37e5YFDYvOMA5zxUUMdrr3,3rXTdabFKw0M1DBoamVzpU,0," <a href=""https://www.last.fm/music/Garrafa+Social"">Read more on Last.fm</a>",1495,288
Blur,Reggaeton (Origen: Rock Alternativo),Canción,Song 2 - 2012 Remaster,2024,3oK9ARIMQDAn057qZ9gCP5,3ryjrPkuq2EJFuuUbK5prH,0,"Blur is an English rock band formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. Their debut album, ""Leisure"" (1991), incorporated elements of Madchester and shoegaze. Following a stylistic change influenced by British guitar pop groups such as the Kinks, the Beatles, and XTC, Blur released ""Modern Life Is Rubbish"" (1993), ""Parklife"" (1994), and ""The Great Escape"" (1995). <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>",188319328,4655782
Los Symon,Reggaeton (Origen: Rock Alternativo),Canción,Cuarto Pa las 10,2024,4QJ6RPLiraWqmWrsQIle0l,2JCnvd0RUQ0j0iof3DkcfL,0,N/A,0,0
Los Symon,Reggaeton (Origen: Rock Alternativo),Canción,Encuentro para Dos,2024,7JIsEoMRxEloG3K9YwMZft,2JCnvd0RUQ0j0iof3DkcfL,0,N/A,0,0
Mentolados,Reggaeton (Origen: Rock Alternativo),Canción,Caminos alternativos,2024,0NUySd2an9RHLg2Z9LROFL,3arfTcoVZ7oGKGpeBEatLS,0," <a href=""https://www.last.fm/music/Mentolados"">Read more on Last.fm</a>",169,43
My Chemical Romance,Reggaeton (Origen: Rock Alternativo),Canción,Teenagers,2024,3Dg0UDMBjGP584klgHCnEZ,3ryjrPkuq2EJFuuUbK5prH,0,"My Chemical Romance is an American rock band from New Jersey, United States formed in 2001. The band consists of lead vocalist Gerard Way, guitarists Ray Toro, Frank Iero and bassist Mikey Way. Shortly after forming, the band signed to Eyeball Records and released their debut album I Brought You My Bullets, You Brought Me Your Love in 2002. They signed with Reprise Records the next year and released their major label debut Three Cheers for Sweet Revenge <a href=""https://www.last.fm/music/My+Chemical+Romance"">Read more on Last.fm</a>",505290090,4688542
Foals,Reggaeton (Origen: Rock Alternativo),Canción,Mountain at My Gates,2024,5KOOqhphxqAlBplSVawmfA,3ryjrPkuq2EJFuuUbK5prH,0,"Foals are a rock band which formed in Oxford, England in 2005.  The band consists of Yannis Philippakis (vocals, guitar), Jimmy Smith (guitar), Walter Gervers (bass) and Jack Bevan (drums). The band has released seven albums: ""Antidotes"" (2008), ""Total Life Forever"" (2010), ""Holy Fire"" (2013), ""What Went Down"" (2015), ""Everything Not Saved Will Be Lost, Pt. 1"" (2019) , ""Everything Not Saved Will Be Lost, Pt. 2"" (2019), and ""Life is Yours"" (2022). In January 2018, it was announced that Walter Gervers (bass) was leaving the band. <a href=""https://www.last.fm/music/Foals"">Read more on Last.fm</a>",109686793,2103167
